RegionType,Location Name,CBSACode,Year-Month,MortgageData
State,Tennessee,47',2009-03,4.2%
State,Texas,48',2009-03,4.0%
State,Utah,49',2009-03,2.9%
State,Vermont,50',2009-03,2.3%
State,Virginia,51',2009-03,3.3%
State,Washington,53',2009-03,2.5%
State,West Virginia,54',2009-03,3.6%
State,Wisconsin,55',2009-03,2.3%
State,Wyoming,56',2009-03,2.3%
National,United States,-----,2009-04,3.7%
State,Alabama,01',2009-04,4.2%
State,Alaska,02',2009-04,2.3%
State,Arizona,04',2009-04,4.5%
State,Arkansas,05',2009-04,3.5%
State,California,06',2009-04,3.7%
State,Colorado,08',2009-04,2.8%
State,Connecticut,09',2009-04,3.2%
State,Delaware,10',2009-04,3.5%
State,District of Columbia,11',2009-04,3.5%
State,Florida,12',2009-04,4.5%
State,Georgia,13',2009-04,5.0%
State,Hawaii,15',2009-04,2.5%
State,Idaho,16',2009-04,3.4%
State,Illinois,17',2009-04,3.4%
State,Indiana,18',2009-04,4.0%
State,Iowa,19',2009-04,2.6%
State,Kansas,20',2009-04,2.8%
State,Kentucky,21',2009-04,3.3%
State,Louisiana,22',2009-04,3.7%
State,Maine,23',2009-04,3.4%
State,Maryland,24',2009-04,3.9%
State,Massachusetts,25',2009-04,3.0%
State,Michigan,26',2009-04,4.4%
State,Minnesota,27',2009-04,2.8%
State,Mississippi,28',2009-04,5.4%
State,Missouri,29',2009-04,3.5%
State,Montana,30',2009-04,2.6%
State,Nebraska,31',2009-04,2.4%
State,Nevada,32',2009-04,5.0%
State,New Hampshire,33',2009-04,3.3%
State,New Jersey,34',2009-04,3.5%
State,New Mexico,35',2009-04,3.1%
State,New York,36',2009-04,3.2%
State,North Carolina,37',2009-04,4.0%
State,North Dakota,38',2009-04,1.8%
State,Ohio,39',2009-04,3.4%
State,Oklahoma,40',2009-04,3.5%
State,Oregon,41',2009-04,2.5%
State,Pennsylvania,42',2009-04,3.6%
State,Rhode Island,44',2009-04,3.6%
State,South Carolina,45',2009-04,4.1%
State,South Dakota,46',2009-04,2.0%
State,Tennessee,47',2009-04,4.3%
State,Texas,48',2009-04,4.1%
State,Utah,49',2009-04,3.0%
State,Vermont,50',2009-04,2.2%
State,Virginia,51',2009-04,3.1%
State,Washington,53',2009-04,2.6%
State,West Virginia,54',2009-04,3.9%
State,Wisconsin,55',2009-04,2.3%
State,Wyoming,56',2009-04,2.6%
National,United States,-----,2009-05,3.8%
State,Alabama,01',2009-05,4.7%
State,Alaska,02',2009-05,2.3%
State,Arizona,04',2009-05,4.4%
State,Arkansas,05',2009-05,3.6%
State,California,06',2009-05,3.6%
State,Colorado,08',2009-05,2.8%
State,Connecticut,09',2009-05,3.4%
State,Delaware,10',2009-05,3.7%
State,District of Columbia,11',2009-05,3.3%
State,Florida,12',2009-05,4.5%
State,Georgia,13',2009-05,5.2%
State,Hawaii,15',2009-05,2.4%
State,Idaho,16',2009-05,3.5%
State,Illinois,17',2009-05,3.6%
State,Indiana,18',2009-05,4.3%
State,Iowa,19',2009-05,2.7%
State,Kansas,20',2009-05,3.2%
State,Kentucky,21',2009-05,3.7%
State,Louisiana,22',2009-05,4.0%
State,Maine,23',2009-05,3.5%
State,Maryland,24',2009-05,4.1%
State,Massachusetts,25',2009-05,3.2%
State,Michigan,26',2009-05,4.7%
State,Minnesota,27',2009-05,2.8%
State,Mississippi,28',2009-05,5.7%
State,Missouri,29',2009-05,3.8%
State,Montana,30',2009-05,2.7%
State,Nebraska,31',2009-05,2.6%
State,Nevada,32',2009-05,5.0%
State,New Hampshire,33',2009-05,3.6%
State,New Jersey,34',2009-05,3.6%
State,New Mexico,35',2009-05,3.3%
State,New York,36',2009-05,3.3%
State,North Carolina,37',2009-05,4.1%
State,North Dakota,38',2009-05,1.6%
State,Ohio,39',2009-05,3.6%
State,Oklahoma,40',2009-05,3.7%
State,Oregon,41',2009-05,2.6%
State,Pennsylvania,42',2009-05,3.8%
State,Rhode Island,44',2009-05,3.8%
State,South Carolina,45',2009-05,4.3%
State,South Dakota,46',2009-05,2.0%
State,Tennessee,47',2009-05,4.6%
State,Texas,48',2009-05,4.2%
State,Utah,49',2009-05,3.2%
State,Vermont,50',2009-05,2.2%
State,Virginia,51',2009-05,3.3%
State,Washington,53',2009-05,2.7%
State,West Virginia,54',2009-05,3.8%
State,Wisconsin,55',2009-05,2.5%
State,Wyoming,56',2009-05,2.6%
National,United States,-----,2009-06,3.8%
State,Alabama,01',2009-06,4.4%
State,Alaska,02',2009-06,2.5%
State,Arizona,04',2009-06,4.3%
State,Arkansas,05',2009-06,3.7%
State,California,06',2009-06,3.6%
State,Colorado,08',2009-06,2.9%
State,Connecticut,09',2009-06,3.4%
State,Delaware,10',2009-06,4.0%
State,District of Columbia,11',2009-06,3.3%
State,Florida,12',2009-06,4.6%
State,Georgia,13',2009-06,5.2%
State,Hawaii,15',2009-06,2.4%
State,Idaho,16',2009-06,3.5%
State,Illinois,17',2009-06,3.7%
State,Indiana,18',2009-06,4.4%
State,Iowa,19',2009-06,2.9%
State,Kansas,20',2009-06,3.2%
State,Kentucky,21',2009-06,3.5%
State,Louisiana,22',2009-06,4.0%
State,Maine,23',2009-06,3.6%
State,Maryland,24',2009-06,4.0%
State,Massachusetts,25',2009-06,3.0%
State,Michigan,26',2009-06,4.8%
State,Minnesota,27',2009-06,2.8%
State,Mississippi,28',2009-06,5.7%
State,Missouri,29',2009-06,3.8%
State,Montana,30',2009-06,2.6%
State,Nebraska,31',2009-06,2.6%
State,Nevada,32',2009-06,4.7%
State,New Hampshire,33',2009-06,3.6%
State,New Jersey,34',2009-06,3.4%
State,New Mexico,35',2009-06,3.4%
State,New York,36',2009-06,3.4%
State,North Carolina,37',2009-06,4.1%
State,North Dakota,38',2009-06,1.6%
State,Ohio,39',2009-06,3.7%
State,Oklahoma,40',2009-06,3.6%
State,Oregon,41',2009-06,2.7%
State,Pennsylvania,42',2009-06,3.8%
State,Rhode Island,44',2009-06,3.8%
State,South Carolina,45',2009-06,4.4%
State,South Dakota,46',2009-06,2.3%
State,Tennessee,47',2009-06,4.6%
State,Texas,48',2009-06,4.4%
State,Utah,49',2009-06,3.2%
State,Vermont,50',2009-06,2.3%
State,Virginia,51',2009-06,3.2%
State,Washington,53',2009-06,2.7%
State,West Virginia,54',2009-06,4.2%
State,Wisconsin,55',2009-06,2.5%
State,Wyoming,56',2009-06,2.8%
National,United States,-----,2009-07,4.0%
State,Alabama,01',2009-07,4.8%
State,Alaska,02',2009-07,2.9%
State,Arizona,04',2009-07,4.6%
State,Arkansas,05',2009-07,4.0%
State,California,06',2009-07,3.7%
State,Colorado,08',2009-07,2.9%
State,Connecticut,09',2009-07,3.4%
State,Delaware,10',2009-07,4.1%
State,District of Columbia,11',2009-07,3.4%
State,Florida,12',2009-07,4.7%
State,Georgia,13',2009-07,5.4%
State,Hawaii,15',2009-07,2.5%
State,Idaho,16',2009-07,3.6%
State,Illinois,17',2009-07,3.8%
State,Indiana,18',2009-07,4.6%
State,Iowa,19',2009-07,3.0%
State,Kansas,20',2009-07,3.2%
State,Kentucky,21',2009-07,4.0%
State,Louisiana,22',2009-07,4.5%
State,Maine,23',2009-07,3.6%
State,Maryland,24',2009-07,4.2%
State,Massachusetts,25',2009-07,3.1%
State,Michigan,26',2009-07,4.9%
State,Minnesota,27',2009-07,2.9%
State,Mississippi,28',2009-07,6.4%
State,Missouri,29',2009-07,4.0%
State,Montana,30',2009-07,2.6%
State,Nebraska,31',2009-07,2.9%
State,Nevada,32',2009-07,4.9%
State,New Hampshire,33',2009-07,3.6%
State,New Jersey,34',2009-07,3.7%
State,New Mexico,35',2009-07,3.6%
State,New York,36',2009-07,3.5%
State,North Carolina,37',2009-07,4.6%
State,North Dakota,38',2009-07,1.9%
State,Ohio,39',2009-07,3.9%
State,Oklahoma,40',2009-07,3.9%
State,Oregon,41',2009-07,2.6%
State,Pennsylvania,42',2009-07,3.9%
State,Rhode Island,44',2009-07,3.9%
State,South Carolina,45',2009-07,4.7%
State,South Dakota,46',2009-07,2.2%
State,Tennessee,47',2009-07,4.9%
State,Texas,48',2009-07,4.7%
State,Utah,49',2009-07,3.3%
State,Vermont,50',2009-07,2.5%
State,Virginia,51',2009-07,3.4%
State,Washington,53',2009-07,2.7%
State,West Virginia,54',2009-07,4.7%
State,Wisconsin,55',2009-07,2.7%
State,Wyoming,56',2009-07,2.6%
National,United States,-----,2009-08,4.0%
State,Alabama,01',2009-08,4.8%
State,Alaska,02',2009-08,3.0%
State,Arizona,04',2009-08,4.6%
State,Arkansas,05',2009-08,4.0%
State,California,06',2009-08,3.7%
State,Colorado,08',2009-08,2.8%
State,Connecticut,09',2009-08,3.6%
State,Delaware,10',2009-08,4.0%
State,District of Columbia,11',2009-08,3.5%
State,Florida,12',2009-08,4.8%
State,Georgia,13',2009-08,5.3%
State,Hawaii,15',2009-08,2.5%
State,Idaho,16',2009-08,3.7%
State,Illinois,17',2009-08,3.8%
State,Indiana,18',2009-08,4.5%
State,Iowa,19',2009-08,2.9%
State,Kansas,20',2009-08,3.3%
State,Kentucky,21',2009-08,3.8%
State,Louisiana,22',2009-08,4.6%
State,Maine,23',2009-08,3.7%
State,Maryland,24',2009-08,4.3%
State,Massachusetts,25',2009-08,3.2%
State,Michigan,26',2009-08,4.9%
State,Minnesota,27',2009-08,3.0%
State,Mississippi,28',2009-08,6.1%
State,Missouri,29',2009-08,3.9%
State,Montana,30',2009-08,2.5%
State,Nebraska,31',2009-08,2.8%
State,Nevada,32',2009-08,4.9%
State,New Hampshire,33',2009-08,3.4%
State,New Jersey,34',2009-08,3.6%
State,New Mexico,35',2009-08,3.5%
State,New York,36',2009-08,3.6%
State,North Carolina,37',2009-08,4.4%
State,North Dakota,38',2009-08,2.0%
State,Ohio,39',2009-08,3.9%
State,Oklahoma,40',2009-08,3.7%
State,Oregon,41',2009-08,2.7%
State,Pennsylvania,42',2009-08,3.9%
State,Rhode Island,44',2009-08,4.0%
State,South Carolina,45',2009-08,4.5%
State,South Dakota,46',2009-08,2.2%
State,Tennessee,47',2009-08,4.7%
State,Texas,48',2009-08,4.7%
State,Utah,49',2009-08,3.1%
State,Vermont,50',2009-08,2.4%
State,Virginia,51',2009-08,3.3%
State,Washington,53',2009-08,2.8%
State,West Virginia,54',2009-08,4.6%
State,Wisconsin,55',2009-08,2.8%
State,Wyoming,56',2009-08,2.7%
National,United States,-----,2009-09,3.9%
State,Alabama,01',2009-09,4.8%
State,Alaska,02',2009-09,2.7%
State,Arizona,04',2009-09,4.5%
State,Arkansas,05',2009-09,4.1%
State,California,06',2009-09,3.7%
State,Colorado,08',2009-09,2.8%
State,Connecticut,09',2009-09,3.5%
State,Delaware,10',2009-09,4.0%
State,District of Columbia,11',2009-09,3.7%
State,Florida,12',2009-09,4.8%
State,Georgia,13',2009-09,5.3%
State,Hawaii,15',2009-09,2.4%
State,Idaho,16',2009-09,3.8%
State,Illinois,17',2009-09,3.7%
State,Indiana,18',2009-09,4.4%
State,Iowa,19',2009-09,2.9%
State,Kansas,20',2009-09,3.2%
State,Kentucky,21',2009-09,3.8%
State,Louisiana,22',2009-09,4.3%
State,Maine,23',2009-09,3.7%
State,Maryland,24',2009-09,4.3%
State,Massachusetts,25',2009-09,3.1%
State,Michigan,26',2009-09,4.7%
State,Minnesota,27',2009-09,2.8%
State,Mississippi,28',2009-09,6.0%
State,Missouri,29',2009-09,3.8%
State,Montana,30',2009-09,2.7%
State,Nebraska,31',2009-09,2.6%
State,Nevada,32',2009-09,4.6%
State,New Hampshire,33',2009-09,3.5%
State,New Jersey,34',2009-09,3.6%
State,New Mexico,35',2009-09,3.3%
State,New York,36',2009-09,3.5%
State,North Carolina,37',2009-09,4.5%
State,North Dakota,38',2009-09,1.7%
State,Ohio,39',2009-09,3.8%
State,Oklahoma,40',2009-09,3.7%
State,Oregon,41',2009-09,2.5%
State,Pennsylvania,42',2009-09,3.9%
State,Rhode Island,44',2009-09,3.9%
State,South Carolina,45',2009-09,4.4%
State,South Dakota,46',2009-09,2.3%
State,Tennessee,47',2009-09,4.6%
State,Texas,48',2009-09,4.8%
State,Utah,49',2009-09,3.2%
State,Vermont,50',2009-09,2.8%
State,Virginia,51',2009-09,3.3%
State,Washington,53',2009-09,2.7%
State,West Virginia,54',2009-09,4.6%
State,Wisconsin,55',2009-09,2.6%
State,Wyoming,56',2009-09,2.6%
National,United States,-----,2009-10,4.0%
State,Alabama,01',2009-10,5.1%
State,Alaska,02',2009-10,2.5%
State,Arizona,04',2009-10,4.5%
State,Arkansas,05',2009-10,4.3%
State,California,06',2009-10,3.6%
State,Colorado,08',2009-10,2.8%
State,Connecticut,09',2009-10,3.7%
State,Delaware,10',2009-10,4.1%
State,District of Columbia,11',2009-10,3.6%
State,Florida,12',2009-10,4.7%
State,Georgia,13',2009-10,5.4%
State,Hawaii,15',2009-10,2.5%
State,Idaho,16',2009-10,3.5%
State,Illinois,17',2009-10,3.7%
State,Indiana,18',2009-10,4.4%
State,Iowa,19',2009-10,2.8%
State,Kansas,20',2009-10,3.3%
State,Kentucky,21',2009-10,3.9%
State,Louisiana,22',2009-10,4.8%
State,Maine,23',2009-10,4.0%
State,Maryland,24',2009-10,4.2%
State,Massachusetts,25',2009-10,3.2%
State,Michigan,26',2009-10,4.6%
State,Minnesota,27',2009-10,2.8%
State,Mississippi,28',2009-10,6.5%
State,Missouri,29',2009-10,3.8%
State,Montana,30',2009-10,2.8%
State,Nebraska,31',2009-10,2.7%
State,Nevada,32',2009-10,4.8%
State,New Hampshire,33',2009-10,3.3%
State,New Jersey,34',2009-10,3.5%
State,New Mexico,35',2009-10,3.6%
State,New York,36',2009-10,3.6%
State,North Carolina,37',2009-10,4.7%
State,North Dakota,38',2009-10,1.8%
State,Ohio,39',2009-10,3.9%
State,Oklahoma,40',2009-10,3.9%
State,Oregon,41',2009-10,2.5%
State,Pennsylvania,42',2009-10,4.0%
State,Rhode Island,44',2009-10,3.9%
State,South Carolina,45',2009-10,4.8%
State,South Dakota,46',2009-10,2.3%
State,Tennessee,47',2009-10,4.9%
State,Texas,48',2009-10,4.9%
State,Utah,49',2009-10,3.4%
State,Vermont,50',2009-10,2.8%
State,Virginia,51',2009-10,3.4%
State,Washington,53',2009-10,2.7%
State,West Virginia,54',2009-10,4.8%
State,Wisconsin,55',2009-10,2.6%
State,Wyoming,56',2009-10,3.0%
National,United States,-----,2009-11,3.9%
State,Alabama,01',2009-11,5.1%
State,Alaska,02',2009-11,2.1%
State,Arizona,04',2009-11,4.4%
State,Arkansas,05',2009-11,4.3%
State,California,06',2009-11,3.5%
State,Colorado,08',2009-11,2.7%
State,Connecticut,09',2009-11,3.5%
State,Delaware,10',2009-11,4.2%
State,District of Columbia,11',2009-11,3.5%
State,Florida,12',2009-11,4.6%
State,Georgia,13',2009-11,5.3%
State,Hawaii,15',2009-11,2.3%
State,Idaho,16',2009-11,3.3%
State,Illinois,17',2009-11,3.6%
State,Indiana,18',2009-11,4.3%
State,Iowa,19',2009-11,2.5%
State,Kansas,20',2009-11,3.1%
State,Kentucky,21',2009-11,3.8%
State,Louisiana,22',2009-11,4.8%
State,Maine,23',2009-11,3.7%
State,Maryland,24',2009-11,4.2%
State,Massachusetts,25',2009-11,3.0%
State,Michigan,26',2009-11,4.4%
State,Minnesota,27',2009-11,2.7%
State,Mississippi,28',2009-11,6.7%
State,Missouri,29',2009-11,3.8%
State,Montana,30',2009-11,2.3%
State,Nebraska,31',2009-11,2.5%
State,Nevada,32',2009-11,4.7%
State,New Hampshire,33',2009-11,3.2%
State,New Jersey,34',2009-11,3.5%
State,New Mexico,35',2009-11,3.6%
State,New York,36',2009-11,3.4%
State,North Carolina,37',2009-11,4.7%
State,North Dakota,38',2009-11,1.7%
State,Ohio,39',2009-11,3.7%
State,Oklahoma,40',2009-11,3.9%
State,Oregon,41',2009-11,2.5%
State,Pennsylvania,42',2009-11,3.8%
State,Rhode Island,44',2009-11,4.0%
State,South Carolina,45',2009-11,4.7%
State,South Dakota,46',2009-11,2.1%
State,Tennessee,47',2009-11,4.8%
State,Texas,48',2009-11,4.9%
State,Utah,49',2009-11,3.2%
State,Vermont,50',2009-11,2.4%
State,Virginia,51',2009-11,3.3%
State,Washington,53',2009-11,2.5%
State,West Virginia,54',2009-11,4.6%
State,Wisconsin,55',2009-11,2.6%
State,Wyoming,56',2009-11,3.1%
National,United States,-----,2009-12,3.9%
State,Alabama,01',2009-12,5.3%
State,Alaska,02',2009-12,2.2%
State,Arizona,04',2009-12,4.4%
State,Arkansas,05',2009-12,4.4%
State,California,06',2009-12,3.5%
State,Colorado,08',2009-12,2.8%
State,Connecticut,09',2009-12,3.6%
State,Delaware,10',2009-12,4.2%
State,District of Columbia,11',2009-12,3.5%
State,Florida,12',2009-12,4.5%
State,Georgia,13',2009-12,5.3%
State,Hawaii,15',2009-12,2.8%
State,Idaho,16',2009-12,3.6%
State,Illinois,17',2009-12,3.7%
State,Indiana,18',2009-12,4.5%
State,Iowa,19',2009-12,2.7%
State,Kansas,20',2009-12,3.3%
State,Kentucky,21',2009-12,3.8%
State,Louisiana,22',2009-12,4.9%
State,Maine,23',2009-12,3.7%
State,Maryland,24',2009-12,4.2%
State,Massachusetts,25',2009-12,3.2%
State,Michigan,26',2009-12,4.6%
State,Minnesota,27',2009-12,2.8%
State,Mississippi,28',2009-12,6.8%
State,Missouri,29',2009-12,3.8%
State,Montana,30',2009-12,2.5%
State,Nebraska,31',2009-12,2.8%
State,Nevada,32',2009-12,4.3%
State,New Hampshire,33',2009-12,3.5%
State,New Jersey,34',2009-12,3.6%
State,New Mexico,35',2009-12,3.7%
State,New York,36',2009-12,3.6%
State,North Carolina,37',2009-12,4.7%
State,North Dakota,38',2009-12,1.8%
State,Ohio,39',2009-12,3.9%
State,Oklahoma,40',2009-12,3.9%
State,Oregon,41',2009-12,2.5%
State,Pennsylvania,42',2009-12,4.1%
State,Rhode Island,44',2009-12,4.0%
State,South Carolina,45',2009-12,4.7%
State,South Dakota,46',2009-12,2.1%
State,Tennessee,47',2009-12,5.0%
State,Texas,48',2009-12,5.0%
State,Utah,49',2009-12,3.2%
State,Vermont,50',2009-12,2.6%
State,Virginia,51',2009-12,3.3%
State,Washington,53',2009-12,2.6%
State,West Virginia,54',2009-12,5.0%
State,Wisconsin,55',2009-12,2.6%
State,Wyoming,56',2009-12,2.9%
National,United States,-----,2010-01,4.0%
State,Alabama,01',2010-01,5.3%
State,Alaska,02',2010-01,2.5%
State,Arizona,04',2010-01,4.3%
State,Arkansas,05',2010-01,4.6%
State,California,06',2010-01,3.5%
State,Colorado,08',2010-01,2.8%
State,Connecticut,09',2010-01,3.6%
State,Delaware,10',2010-01,4.2%
State,District of Columbia,11',2010-01,3.4%
State,Florida,12',2010-01,4.4%
State,Georgia,13',2010-01,5.4%
State,Hawaii,15',2010-01,2.8%
State,Idaho,16',2010-01,3.7%
State,Illinois,17',2010-01,3.7%
State,Indiana,18',2010-01,4.6%
State,Iowa,19',2010-01,2.9%
State,Kansas,20',2010-01,3.4%
State,Kentucky,21',2010-01,4.0%
State,Louisiana,22',2010-01,5.2%
State,Maine,23',2010-01,4.1%
State,Maryland,24',2010-01,4.3%
State,Massachusetts,25',2010-01,3.3%
State,Michigan,26',2010-01,4.6%
State,Minnesota,27',2010-01,2.9%
State,Mississippi,28',2010-01,6.8%
State,Missouri,29',2010-01,4.0%
State,Montana,30',2010-01,2.7%
State,Nebraska,31',2010-01,2.7%
State,Nevada,32',2010-01,4.3%
State,New Hampshire,33',2010-01,3.6%
State,New Jersey,34',2010-01,3.6%
State,New Mexico,35',2010-01,3.7%
State,New York,36',2010-01,3.6%
State,North Carolina,37',2010-01,4.9%
State,North Dakota,38',2010-01,2.1%
State,Ohio,39',2010-01,4.0%
State,Oklahoma,40',2010-01,4.0%
State,Oregon,41',2010-01,2.4%
State,Pennsylvania,42',2010-01,4.2%
State,Rhode Island,44',2010-01,4.1%
State,South Carolina,45',2010-01,4.9%
State,South Dakota,46',2010-01,2.6%
State,Tennessee,47',2010-01,5.1%
State,Texas,48',2010-01,5.1%
State,Utah,49',2010-01,3.3%
State,Vermont,50',2010-01,2.7%
State,Virginia,51',2010-01,3.4%
State,Washington,53',2010-01,2.7%
State,West Virginia,54',2010-01,5.0%
State,Wisconsin,55',2010-01,2.8%
State,Wyoming,56',2010-01,3.2%
National,United States,-----,2010-02,3.8%
State,Alabama,01',2010-02,4.8%
State,Alaska,02',2010-02,2.6%
State,Arizona,04',2010-02,4.2%
State,Arkansas,05',2010-02,4.1%
State,California,06',2010-02,3.4%
State,Colorado,08',2010-02,2.7%
State,Connecticut,09',2010-02,3.4%
State,Delaware,10',2010-02,4.2%
State,District of Columbia,11',2010-02,3.2%
State,Florida,12',2010-02,4.1%
State,Georgia,13',2010-02,5.1%
State,Hawaii,15',2010-02,2.5%
State,Idaho,16',2010-02,3.4%
State,Illinois,17',2010-02,3.6%
State,Indiana,18',2010-02,4.2%
State,Iowa,19',2010-02,2.6%
State,Kansas,20',2010-02,3.1%
State,Kentucky,21',2010-02,3.7%
State,Louisiana,22',2010-02,4.6%
State,Maine,23',2010-02,3.8%
State,Maryland,24',2010-02,4.2%
State,Massachusetts,25',2010-02,3.1%
State,Michigan,26',2010-02,4.2%
State,Minnesota,27',2010-02,2.7%
State,Mississippi,28',2010-02,6.0%
State,Missouri,29',2010-02,3.7%
State,Montana,30',2010-02,2.6%
State,Nebraska,31',2010-02,2.6%
State,Nevada,32',2010-02,4.2%
State,New Hampshire,33',2010-02,3.3%
State,New Jersey,34',2010-02,3.4%
State,New Mexico,35',2010-02,3.6%
State,New York,36',2010-02,3.4%
State,North Carolina,37',2010-02,4.5%
State,North Dakota,38',2010-02,1.8%
State,Ohio,39',2010-02,3.6%
State,Oklahoma,40',2010-02,3.6%
State,Oregon,41',2010-02,2.6%
State,Pennsylvania,42',2010-02,3.8%
State,Rhode Island,44',2010-02,3.7%
State,South Carolina,45',2010-02,4.6%
State,South Dakota,46',2010-02,2.3%
State,Tennessee,47',2010-02,4.7%
State,Texas,48',2010-02,4.7%
State,Utah,49',2010-02,3.2%
State,Vermont,50',2010-02,2.5%
State,Virginia,51',2010-02,3.3%
State,Washington,53',2010-02,2.7%
State,West Virginia,54',2010-02,4.4%
State,Wisconsin,55',2010-02,2.5%
State,Wyoming,56',2010-02,2.9%
National,United States,-----,2010-03,3.4%
State,Alabama,01',2010-03,4.3%
State,Alaska,02',2010-03,2.4%
State,Arizona,04',2010-03,3.7%
State,Arkansas,05',2010-03,3.6%
State,California,06',2010-03,3.3%
State,Colorado,08',2010-03,2.5%
State,Connecticut,09',2010-03,3.1%
State,Delaware,10',2010-03,3.8%
State,District of Columbia,11',2010-03,3.0%
State,Florida,12',2010-03,3.8%
State,Georgia,13',2010-03,4.6%
State,Hawaii,15',2010-03,2.3%
State,Idaho,16',2010-03,3.4%
State,Illinois,17',2010-03,3.1%
State,Indiana,18',2010-03,3.6%
State,Iowa,19',2010-03,2.2%
State,Kansas,20',2010-03,2.8%
State,Kentucky,21',2010-03,3.1%
State,Louisiana,22',2010-03,4.1%
State,Maine,23',2010-03,3.2%
State,Maryland,24',2010-03,3.8%
State,Massachusetts,25',2010-03,2.8%
State,Michigan,26',2010-03,3.9%
State,Minnesota,27',2010-03,2.4%
State,Mississippi,28',2010-03,5.3%
State,Missouri,29',2010-03,3.3%
State,Montana,30',2010-03,2.2%
State,Nebraska,31',2010-03,2.5%
